Id	SkillId	Level	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	SubSkillId[1]	SubSkillId[2]	SubSkillId[3]	SubSkillId[4]	SubSkillId[5]	SubSkillId[6]	SubSkillId[7]	SubSkillId[8]	SubSkillId[9]	SubSkillId[10]	SubSkillId[11]	SubSkillId[12]	SubSkillId[13]	SubSkillId[14]	SubSkillId[15]	SubSkillId[16]	SubSkillId[17]	SubSkillId[18]	SubSkillId[19]	SubSkillId[20]	SubSkillId[21]	SubSkillId[22]	SubSkillId[23]	SubSkillId[24]	SubSkillId[25]	SubSkillId[26]	SubSkillId[27]	SubSkillId[28]	SubSkillId[29]	SubSkillId[30]	SubMagicId[1]	SubMagicId[2]	SubMagicId[3]	SubMagicId[4]	SubMagicId[5]	SubMagicId[6]	SubMagicId[7]	SubMagicId[8]	SubMagicId[9]	SubMagicId[10]	SubMagicId[11]	SubMagicId[12]	SubMagicId[13]	SubMagicId[14]	SubMagicId[15]	SubMagicId[16]	SubMagicId[17]	SubMagicId[18]	SubMagicId[19]	SubMagicId[20]	SubMagicId[21]	SubMagicId[22]	SubMagicId[23]	SubMagicId[24]	SubMagicId[25]	SubMagicId[26]	SubMagicId[27]	SubMagicId[28]	SubMagicId[29]	SubMagicId[30]	Ability	ResonanceAbility	PlusAbility	SubSkillId[31]	SubSkillId[32]	SubSkillId[33]	SubSkillId[34]	SubSkillId[35]	SubSkillId[36]	SubSkillId[37]	SubSkillId[38]	SubSkillId[39]	SubSkillId[40]	SubSkillId[41]	SubSkillId[42]	SubSkillId[43]	SubSkillId[44]	SubSkillId[45]	SubSkillId[46]	SubSkillId[47]	SubSkillId[48]	SubSkillId[49]	SubSkillId[50]	SubSkillId[51]	SubSkillId[52]	SubSkillId[53]	SubMagicId[31]	SubMagicId[32]	SubMagicId[33]	SubMagicId[34]	SubMagicId[35]	SubMagicId[36]	SubMagicId[37]	SubMagicId[38]	SubMagicId[39]	SubMagicId[40]	SubMagicId[41]	SubMagicId[42]	SubMagicId[43]	SubMagicId[44]	SubMagicId[45]	SubMagicId[46]	SubMagicId[47]	SubMagicId[48]	SubMagicId[49]	SubMagicId[50]	SubMagicId[51]	SubMagicId[52]	SubMagicId[53]	SubMagicId[54]	SubMagicId[55]	SubMagicId[56]	SubMagicId[57]	SubMagicId[58]	SubMagicId[59]	SubMagicId[60]	SubMagicId[61]	SubMagicId[62]	SubMagicId[63]	SubMagicId[64]	SubMagicId[65]	SubMagicId[66]	SubMagicId[67]	SubMagicId[68]	SubMagicId[69]	SubMagicId[70]	SubMagicId[71]	SubMagicId[72]	SubMagicId[73]	SubMagicId[74]	SubMagicId[75]	SubMagicId[76]	SubMagicId[77]	SubMagicId[78]	SubMagicId[79]	SubMagicId[80]	SubMagicId[81]	SubMagicId[82]	SubMagicId[83]	SubMagicId[84]	SubMagicId[85]	SubMagicId[86]	SubMagicId[87]	SubMagicId[88]	SubMagicId[89]	SubMagicId[90]	SubMagicId[91]	SubMagicId[92]	SubMagicId[93]	SubMagicId[94]	SubMagicId[95]	SubMagicId[96]	SubMagicId[97]	SubMagicId[98]	SubMagicId[99]	SubMagicId[100]	SubMagicId[101]	SubMagicId[102]	SubMagicId[103]	SubMagicId[104]	SubMagicId[105]	SubMagicId[106]	SubMagicId[107]	SubMagicId[108]	SubMagicId[109]	SubMagicId[110]	SubMagicId[111]	SubMagicId[112]	SubMagicId[113]	SubMagicId[114]	SubMagicId[115]	SubMagicId[116]	SubMagicId[117]	SubMagicId[118]	SubMagicId[119]	SubMagicId[120]	SubMagicId[121]	SubMagicId[122]	SubMagicId[123]	SubMagicId[124]	SubMagicId[125]	SubMagicId[126]
33	101201	33					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									180																																																																																																																									
34	101201	34					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									185																																																																																																																									
35	101201	35					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									190																																																																																																																									
36	101206	1	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																									25	25																																																																																																																							
37	101206	2	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								5	50	50																																																																																																																							
38	101206	3	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								10	75	75																																																																																																																							
39	101206	4	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								15	100	100																																																																																																																							
40	101206	5	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								20	125	125																																																																																																																							
41	101206	6	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								25	150	150																																																																																																																							
42	101206	7	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								30	175	175																																																																																																																							
43	101206	8	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								35	200	200																																																																																																																							
44	101206	9	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								40	225	225																																																																																																																							
45	101206	10	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								45	250	250																																																																																																																							
46	101206	11	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								52	275	275																																																																																																																							
47	101206	12	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								60	300	300																																																																																																																							
48	101206	13	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								67																																																																																																																									
49	101206	14	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								75																																																																																																																									
50	101206	15	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								82																																																																																																																									
51	101206	16	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								90																																																																																																																									
52	101206	17	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								97																																																																																																																									
53	101206	18	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								105																																																																																																																									
54	101206	19	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								110																																																																																																																									
55	101206	20	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								115																																																																																																																									
56	101206	21	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								120																																																																																																																									
57	101206	22	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								125																																																																																																																									
58	101206	23	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								130																																																																																																																									
59	101206	24	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								135																																																																																																																									
60	101206	25	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								140																																																																																																																									
61	101206	26	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								145																																																																																																																									
62	101206	27	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								150																																																																																																																									
63	101206	28	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								155																																																																																																																									
64	101206	29	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								160																																																																																																																									
65	101206	30	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								165																																																																																																																									
66	101206	31	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								170																																																																																																																									
67	101206	32	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								175																																																																																																																									
68	101206	33	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								180																																																																																																																									
69	101206	34	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								185																																																																																																																									
70	101206	35	100100				100107	100108	100109	100131	100132	100133	100140	100141	100142																						100121	100122	100123	100124	100125	100126	100109																								190																																																																																																																									
71	101211	1					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																													25	25																																																																																																																							
72	101211	2					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												5	50	50																																																																																																																							
73	101211	3					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												10	75	75																																																																																																																							
74	101211	4					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												15	100	100																																																																																																																							
75	101211	5					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												20	125	125																																																																																																																							
76	101211	6					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												25	150	150																																																																																																																							
77	101211	7					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												30	175	175																																																																																																																							
78	101211	8					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												35	200	200																																																																																																																							
79	101211	9					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												40	225	225																																																																																																																							
80	101211	10					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												45	250	250																																																																																																																							
81	101211	11					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												52	275	275																																																																																																																							
82	101211	12					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												60	300	300																																																																																																																							
83	101211	13					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												67																																																																																																																									
84	101211	14					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												75																																																																																																																									
85	101211	15					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												82																																																																																																																									
86	101211	16					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												90																																																																																																																									
87	101211	17					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												97																																																																																																																									
88	101211	18					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												105																																																																																																																									
89	101211	19					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												110																																																																																																																									
90	101211	20					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												115																																																																																																																									
91	101211	21					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												120																																																																																																																									
92	101211	22					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												125																																																																																																																									
93	101211	23					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												130																																																																																																																									
94	101211	24					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												135																																																																																																																									
95	101211	25					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												140																																																																																																																									
96	101211	26					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												145																																																																																																																									
97	101211	27					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												150																																																																																																																									
98	101211	28					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												155																																																																																																																									
99	101211	29					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												160																																																																																																																									
100	101211	30					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												165																																																																																																																									
101	101211	31					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												170																																																																																																																									
102	101211	32					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												175																																																																																																																									
103	101211	33					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												180																																																																																																																									
104	101211	34					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												185																																																																																																																									
105	101211	35					100104	100105	100106	100128	100129	100130	100137	100138	100139																						100111	100112	100113																												190																																																																																																																									
106	101216	1					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																											25	25																																																																																																																							
107	101216	2					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										5	50	50																																																																																																																							
108	101216	3					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										10	75	75																																																																																																																							
109	101216	4					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										15	100	100																																																																																																																							
110	101216	5					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										20	125	125																																																																																																																							
111	101216	6					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										25	150	150																																																																																																																							
112	101216	7					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										30	175	175																																																																																																																							
113	101216	8					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										35	200	200																																																																																																																							
114	101216	9					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										40	225	225																																																																																																																							
115	101216	10					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										45	250	250																																																																																																																							
116	101216	11					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										52	275	275																																																																																																																							
117	101216	12					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										60	300	300																																																																																																																							
118	101216	13					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										67																																																																																																																									
119	101216	14					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										75																																																																																																																									
120	101216	15					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										82																																																																																																																									
121	101216	16					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										90																																																																																																																									
122	101216	17					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										97																																																																																																																									
123	101216	18					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										105																																																																																																																									
124	101216	19					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										110																																																																																																																									
125	101216	20					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										115																																																																																																																									
126	101216	21					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										120																																																																																																																									
127	101216	22					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										125																																																																																																																									
128	101216	23					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										130																																																																																																																									
129	101216	24					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										135																																																																																																																									
130	101216	25					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										140																																																																																																																									
131	101216	26					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										145																																																																																																																									
132	101216	27					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										150																																																																																																																									
133	101216	28					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										155																																																																																																																									
134	101216	29					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										160																																																																																																																									
135	101216	30					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										165																																																																																																																									
136	101216	31					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										170																																																																																																																									
137	101216	32					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										175																																																																																																																									
138	101216	33					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										180																																																																																																																									
139	101216	34					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										185																																																																																																																									
140	101216	35					100121	100122	100123	100124	100125																										100131	100132	100133	100134	100135																										190																																																																																																																									
141	101217	1					100110	100143																													100162	100163																														25	25																																																																																																																							
142	101217	2					100110	100143																													100162	100163																													5	50	50																																																																																																																							
143	101217	3					100110	100143																													100162	100163																													10	75	75																																																																																																																							
144	101217	4					100110	100143																													100162	100163																													15	100	100																																																																																																																							
145	101217	5					100110	100143																													100162	100163																													20	125	125																																																																																																																							
146	101217	6					100110	100143																													100162	100163																													25	150	150																																																																																																																							
147	101217	7					100110	100143																													100162	100163																													30	175	175																																																																																																																							
148	101217	8					100110	100143																													100162	100163																													35	200	200																																																																																																																							
149	101217	9					100110	100143																													100162	100163																													40	225	225																																																																																																																							
150	101217	10					100110	100143																													100162	100163																													45	250	250																																																																																																																							
151	101217	11					100110	100143																													100162	100163																													52	275	275																																																																																																																							
152	101217	12					100110	100143																													100162	100163																													60	300	300																																																																																																																							
153	101217	13					100110	100143																													100162	100163																													67																																																																																																																									
154	101217	14					100110	100143																													100162	100163																													75																																																																																																																									
