Id	SkillId	Level	ConditionId[1]	ConditionId[2]	ConditionId[3]	UseSkillPoint	UseCoin
293	101323	11	60311	61311		3	14000
294	101323	12	60312	61312		3	16000
295	101323	13	60313	61313		3	18000
296	101323	14	60314	61314		3	20000
297	101323	15	60315	61315		5	22000
298	101323	16	60316	61316		5	24000
299	101323	17	60317	61317		5	26000
300	101323	18					
301	101324	0	61004			5	50000
302	101324	1	61004			5	50000
303	101325	0	61005			7	75000
304	101325	1	61005			7	75000
305	101326	0	61006			10	100000
306	101326	1	61006			10	100000
307	101327	0	60412				
308	101327	1	60412				
309	101401	1	60001			1	2000
310	101401	2	60002			1	3000
311	101401	3	60003			1	4000
312	101401	4	60004			1	5000
313	101401	5	60005			2	6000
314	101401	6	60006			2	7000
315	101401	7	60007			2	8000
316	101401	8	60008			2	9000
317	101401	9	60009			2	10000
318	101401	10	60010			3	12000
319	101401	11	60011			3	14000
320	101401	12	60012			3	16000
321	101401	13	60013			3	18000
322	101401	14	60014			3	20000
323	101401	15	60015			5	22000
324	101401	16	60016			5	24000
325	101401	17	60017			5	26000
326	101401	18					
327	101406	1	60101			1	2000
328	101406	2	60102			1	3000
329	101406	3	60103			1	4000
330	101406	4	60104			1	5000
331	101406	5	60105			2	6000
332	101406	6	60106			2	7000
333	101406	7	60107			2	8000
334	101406	8	60108			2	9000
335	101406	9	60109			2	10000
336	101406	10	60110			3	12000
337	101406	11	60111			3	14000
338	101406	12	60112			3	16000
339	101406	13	60113			3	18000
340	101406	14	60114			3	20000
341	101406	15	60115			5	22000
342	101406	16	60116			5	24000
343	101406	17	60117			5	26000
344	101406	18					
345	101411	1	60201			1	2000
346	101411	2	60202			1	3000
347	101411	3	60203			1	4000
348	101411	4	60204			1	5000
349	101411	5	60205			2	6000
350	101411	6	60206			2	7000
351	101411	7	60207			2	8000
352	101411	8	60208			2	9000
353	101411	9	60209			2	10000
354	101411	10	60210			3	12000
355	101411	11	60211			3	14000
356	101411	12	60212			3	16000
357	101411	13	60213			3	18000
358	101411	14	60214			3	20000
359	101411	15	60215			5	22000
360	101411	16	60216			5	24000
361	101411	17	60217			5	26000
362	101411	18					
363	101416	1	60001			1	2000
364	101416	2	60002			1	3000
365	101416	3	60003			1	4000
366	101416	4	60004			1	5000
367	101416	5	60005			2	6000
368	101416	6	60006			2	7000
369	101416	7	60007			2	8000
370	101416	8	60008			2	9000
371	101416	9	60009			2	10000
372	101416	10	60010			3	12000
373	101416	11	60011			3	14000
374	101416	12	60012			3	16000
375	101416	13	60013			3	18000
376	101416	14	60014			3	20000
377	101416	15	60015			5	22000
378	101416	16	60016			5	24000
379	101416	17	60017			5	26000
380	101416	18					
381	101417	1	60101			1	2000
382	101417	2	60102			1	3000
383	101417	3	60103			1	4000
384	101417	4	60104			1	5000
385	101417	5	60105			2	6000
386	101417	6	60106			2	7000
387	101417	7	60107			2	8000
388	101417	8	60108			2	9000
389	101417	9	60109			2	10000
390	101417	10	60110			3	12000
391	101417	11	60111			3	14000
392	101417	12	60112			3	16000
393	101417	13	60113			3	18000
394	101417	14	60114			3	20000
395	101417	15	60115			5	22000
396	101417	16	60116			5	24000
397	101417	17	60117			5	26000
398	101417	18					
399	101418	1	60501			1	2000
400	101418	2	60502			1	3000
401	101418	3	60503			1	4000
402	101418	4	60504			1	5000
403	101418	5	60505			2	6000
404	101418	6	60506			2	7000
405	101418	7	60507			2	8000
406	101418	8	60508			2	9000
407	101418	9	60509			2	10000
408	101418	10	60510			3	12000
409	101418	11	60511			3	14000
410	101418	12	60512			3	16000
411	101418	13	60513			3	18000
412	101418	14	60514			3	20000
413	101418	15	60515			5	22000
414	101418	16	60516			5	24000
415	101418	17	60517			5	26000
416	101418	18					
417	101421	1	60201			1	2000
418	101421	2	60202			1	3000
419	101421	3	60203			1	4000
420	101421	4	60204			1	5000
421	101421	5	60205			2	6000
422	101421	6	60206			2	7000
423	101421	7	60207			2	8000
424	101421	8	60208			2	9000
425	101421	9	60209			2	10000
426	101421	10	60210			3	12000
427	101421	11	60211			3	14000
428	101421	12	60212			3	16000
429	101421	13	60213			3	18000
430	101421	14	60214			3	20000
431	101421	15	60215			5	22000
432	101421	16	60216			5	24000
433	101421	17	60217			5	26000
434	101421	18					
435	101422	0	61002			3	25000
436	101422	1	61002			3	25000
437	101423	1	60301	61301		1	2000
438	101423	2	60302	61302		1	3000
439	101423	3	60303	61303		1	4000
440	101423	4	60304	61304		1	5000
441	101423	5	60305	61305		2	6000
442	101423	6	60306	61306		2	7000
443	101423	7	60307	61307		2	8000
444	101423	8	60308	61308		2	9000
445	101423	9	60309	61309		2	10000
446	101423	10	60310	61310		3	12000
447	101423	11	60311	61311		3	14000
448	101423	12	60312	61312		3	16000
449	101423	13	60313	61313		3	18000
450	101423	14	60314	61314		3	20000
451	101423	15	60315	61315		5	22000
452	101423	16	60316	61316		5	24000
453	101423	17	60317	61317		5	26000
454	101423	18					
455	101424	0	62004			2	20000
456	101424	1	62005			3	30000
457	101424	2	62005			5	50000
458	101425	0	62006			3	35000
459	101425	1	62007			4	40000
460	101425	2	62007			7	75000
461	101426	0	62008			3	30000
462	101426	1	62009			3	30000
463	101426	2	62010			4	40000
464	101426	3	62010			10	100000
465	101427	0	60446				
466	101427	1	60446				
467	102101	1	60000			1	2000
468	102101	2	60002			1	3000
469	102101	3	60003			1	4000
470	102101	4	60004			1	5000
471	102101	5	60005			2	6000
472	102101	6	60006			2	7000
473	102101	7	60007			2	8000
474	102101	8	60008			2	9000
475	102101	9	60009			2	10000
476	102101	10	60010			3	12000
477	102101	11	60011			3	14000
478	102101	12	60012			3	16000
479	102101	13	60013			3	18000
480	102101	14	60014			3	20000
481	102101	15	60015			5	22000
482	102101	16	60016			5	24000
483	102101	17	60017			5	26000
484	102101	18					
485	102106	1	60101			1	2000
486	102106	2	60102			1	3000
487	102106	3	60103			1	4000
488	102106	4	60104			1	5000
489	102106	5	60105			2	6000
490	102106	6	60106			2	7000
491	102106	7	60107			2	8000
492	102106	8	60108			2	9000
493	102106	9	60109			2	10000
494	102106	10	60110			3	12000
495	102106	11	60111			3	14000
496	102106	12	60112			3	16000
497	102106	13	60113			3	18000
498	102106	14	60114			3	20000
499	102106	15	60115			5	22000
500	102106	16	60116			5	24000
501	102106	17	60117			5	26000
502	102106	18					
503	102111	1	60201			1	2000
504	102111	2	60202			1	3000
505	102111	3	60203			1	4000
506	102111	4	60204			1	5000
507	102111	5	60205			2	6000
508	102111	6	60206			2	7000
509	102111	7	60207			2	8000
510	102111	8	60208			2	9000
511	102111	9	60209			2	10000
512	102111	10	60210			3	12000
513	102111	11	60211			3	14000
514	102111	12	60212			3	16000
515	102111	13	60213			3	18000
516	102111	14	60214			3	20000
517	102111	15	60215			5	22000
518	102111	16	60216			5	24000
519	102111	17	60217			5	26000
520	102111	18					
521	102116	1	60001			1	2000
522	102116	2	60002			1	3000
523	102116	3	60003			1	4000
524	102116	4	60004			1	5000
525	102116	5	60005			2	6000
526	102116	6	60006			2	7000
527	102116	7	60007			2	8000
528	102116	8	60008			2	9000
529	102116	9	60009			2	10000
530	102116	10	60010			3	12000
531	102116	11	60011			3	14000
532	102116	12	60012			3	16000
533	102116	13	60013			3	18000
534	102116	14	60014			3	20000
535	102116	15	60015			5	22000
536	102116	16	60016			5	24000
537	102116	17	60017			5	26000
538	102116	18					
539	102117	1	60101			1	2000
540	102117	2	60102			1	3000
541	102117	3	60103			1	4000
542	102117	4	60104			1	5000
543	102117	5	60105			2	6000
544	102117	6	60106			2	7000
545	102117	7	60107			2	8000
546	102117	8	60108			2	9000
547	102117	9	60109			2	10000
548	102117	10	60110			3	12000
549	102117	11	60111			3	14000
550	102117	12	60112			3	16000
551	102117	13	60113			3	18000
552	102117	14	60114			3	20000
553	102117	15	60115			5	22000
554	102117	16	60116			5	24000
555	102117	17	60117			5	26000
556	102117	18					
557	102118	1	60501			1	2000
558	102118	2	60502			1	3000
559	102118	3	60503			1	4000
560	102118	4	60504			1	5000
561	102118	5	60505			2	6000
562	102118	6	60506			2	7000
563	102118	7	60507			2	8000
564	102118	8	60508			2	9000
565	102118	9	60509			2	10000
566	102118	10	60510			3	12000
567	102118	11	60511			3	14000
568	102118	12	60512			3	16000
569	102118	13	60513			3	18000
570	102118	14	60514			3	20000
571	102118	15	60515			5	22000
572	102118	16	60516			5	24000
573	102118	17	60517			5	26000
574	102118	18					
575	102121	1	60201			1	2000
576	102121	2	60202			1	3000
577	102121	3	60203			1	4000
578	102121	4	60204			1	5000
579	102121	5	60205			2	6000
580	102121	6	60206			2	7000
581	102121	7	60207			2	8000
582	102121	8	60208			2	9000
583	102121	9	60209			2	10000
584	102121	10	60210			3	12000
585	102121	11	60211			3	14000
586	102121	12	60212			3	16000
587	102121	13	60213			3	18000
588	102121	14	60214			3	20000
589	102121	15	60215			5	22000
590	102121	16	60216			5	24000
591	102121	17	60217			5	26000
592	102121	18					
593	102122	0	61002			3	25000
594	102122	1	61002			3	25000
595	102123	1	60301	61301		1	2000
596	102123	2	60302	61302		1	3000
597	102123	3	60303	61303		1	4000
598	102123	4	60304	61304		1	5000
599	102123	5	60305	61305		2	6000
600	102123	6	60306	61306		2	7000
601	102123	7	60307	61307		2	8000
602	102123	8	60308	61308		2	9000
603	102123	9	60309	61309		2	10000
604	102123	10	60310	61310		3	12000
605	102123	11	60311	61311		3	14000
606	102123	12	60312	61312		3	16000
607	102123	13	60313	61313		3	18000
608	102123	14	60314	61314		3	20000
609	102123	15	60315	61315		5	22000
610	102123	16	60316	61316		5	24000
611	102123	17	60317	61317		5	26000
612	102123	18					
613	102124	0	61004			5	50000
614	102124	1	61004			5	50000
615	102125	0	61005			7	75000
616	102125	1	61005			7	75000
617	102126	0	61006			10	100000
618	102126	1	61006			10	100000
619	102127	0	60401				
620	102127	1	60401				
621	102201	1	60001			1	2000
622	102201	2	60002			1	3000
623	102201	3	60003			1	4000
624	102201	4	60004			1	5000
625	102201	5	60005			2	6000
626	102201	6	60006			2	7000
627	102201	7	60007			2	8000
628	102201	8	60008			2	9000
629	102201	9	60009			2	10000
630	102201	10	60010			3	12000
631	102201	11	60011			3	14000
632	102201	12	60012			3	16000
633	102201	13	60013			3	18000
634	102201	14	60014			3	20000
635	102201	15	60015			5	22000
636	102201	16	60016			5	24000
637	102201	17	60017			5	26000
638	102201	18					
639	102206	1	60101			1	2000
640	102206	2	60102			1	3000
641	102206	3	60103			1	4000
642	102206	4	60104			1	5000
643	102206	5	60105			2	6000
644	102206	6	60106			2	7000
645	102206	7	60107			2	8000
646	102206	8	60108			2	9000
647	102206	9	60109			2	10000
648	102206	10	60110			3	12000
649	102206	11	60111			3	14000
650	102206	12	60112			3	16000
651	102206	13	60113			3	18000
652	102206	14	60114			3	20000
653	102206	15	60115			5	22000
654	102206	16	60116			5	24000
655	102206	17	60117			5	26000
656	102206	18					
657	102211	1	60201			1	2000
658	102211	2	60202			1	3000
659	102211	3	60203			1	4000
660	102211	4	60204			1	5000
661	102211	5	60205			2	6000
662	102211	6	60206			2	7000
663	102211	7	60207			2	8000
664	102211	8	60208			2	9000
665	102211	9	60209			2	10000
666	102211	10	60210			3	12000
667	102211	11	60211			3	14000
668	102211	12	60212			3	16000
669	102211	13	60213			3	18000
670	102211	14	60214			3	20000
671	102211	15	60215			5	22000
672	102211	16	60216			5	24000
673	102211	17	60217			5	26000
674	102211	18					
675	102216	1	60001			1	2000
676	102216	2	60002			1	3000
677	102216	3	60003			1	4000
678	102216	4	60004			1	5000
679	102216	5	60005			2	6000
680	102216	6	60006			2	7000
681	102216	7	60007			2	8000
682	102216	8	60008			2	9000
683	102216	9	60009			2	10000
684	102216	10	60010			3	12000
685	102216	11	60011			3	14000
686	102216	12	60012			3	16000
687	102216	13	60013			3	18000
688	102216	14	60014			3	20000
689	102216	15	60015			5	22000
690	102216	16	60016			5	24000
691	102216	17	60017			5	26000
692	102216	18					
693	102217	1	60101			1	2000
694	102217	2	60102			1	3000
695	102217	3	60103			1	4000
696	102217	4	60104			1	5000
697	102217	5	60105			2	6000
698	102217	6	60106			2	7000
699	102217	7	60107			2	8000
700	102217	8	60108			2	9000
701	102217	9	60109			2	10000
702	102217	10	60110			3	12000
703	102217	11	60111			3	14000
704	102217	12	60112			3	16000
705	102217	13	60113			3	18000
706	102217	14	60114			3	20000
707	102217	15	60115			5	22000
708	102217	16	60116			5	24000
709	102217	17	60117			5	26000
710	102217	18					
711	102218	1	60501			1	2000
712	102218	2	60502			1	3000
713	102218	3	60503			1	4000
714	102218	4	60504			1	5000
715	102218	5	60505			2	6000
716	102218	6	60506			2	7000
717	102218	7	60507			2	8000
718	102218	8	60508			2	9000
719	102218	9	60509			2	10000
720	102218	10	60510			3	12000
721	102218	11	60511			3	14000
722	102218	12	60512			3	16000
723	102218	13	60513			3	18000
724	102218	14	60514			3	20000
725	102218	15	60515			5	22000
726	102218	16	60516			5	24000
727	102218	17	60517			5	26000
728	102218	18					
729	102221	1	60201			1	2000
730	102221	2	60202			1	3000
731	102221	3	60203			1	4000
732	102221	4	60204			1	5000
733	102221	5	60205			2	6000
734	102221	6	60206			2	7000
735	102221	7	60207			2	8000
736	102221	8	60208			2	9000
737	102221	9	60209			2	10000
738	102221	10	60210			3	12000
739	102221	11	60211			3	14000
740	102221	12	60212			3	16000
741	102221	13	60213			3	18000
742	102221	14	60214			3	20000
743	102221	15	60215			5	22000
744	102221	16	60216			5	24000
745	102221	17	60217			5	26000
746	102221	18					
747	102222	0	61002			3	25000
748	102222	1	61002			3	25000
749	102223	1	60301	61301		1	2000
750	102223	2	60302	61302		1	3000
751	102223	3	60303	61303		1	4000
752	102223	4	60304	61304		1	5000
753	102223	5	60305	61305		2	6000
754	102223	6	60306	61306		2	7000
755	102223	7	60307	61307		2	8000
756	102223	8	60308	61308		2	9000
757	102223	9	60309	61309		2	10000
758	102223	10	60310	61310		3	12000
759	102223	11	60311	61311		3	14000
760	102223	12	60312	61312		3	16000
761	102223	13	60313	61313		3	18000
762	102223	14	60314	61314		3	20000
763	102223	15	60315	61315		5	22000
764	102223	16	60316	61316		5	24000
765	102223	17	60317	61317		5	26000
766	102223	18					
767	102224	0	61004			5	50000
768	102224	1	61004			5	50000
769	102225	0	61005			7	75000
770	102225	1	61005			7	75000
771	102226	0	61006			10	100000
772	102226	1	61006			10	100000
773	102227	0	60408				
774	102227	1	60408				
775	102301	1	60000			1	2000
776	102301	2	60002			1	3000
777	102301	3	60003			1	4000
778	102301	4	60004			1	5000
779	102301	5	60005			2	6000
780	102301	6	60006			2	7000
781	102301	7	60007			2	8000
782	102301	8	60008			2	9000
783	102301	9	60009			2	10000
784	102301	10	60010			3	12000
785	102301	11	60011			3	14000
786	102301	12	60012			3	16000
787	102301	13	60013			3	18000
788	102301	14	60014			3	20000
789	102301	15	60015			5	22000
790	102301	16	60016			5	24000
791	102301	17	60017			5	26000
792	102301	18					
793	102306	1	60101			1	2000
794	102306	2	60102			1	3000
795	102306	3	60103			1	4000
796	102306	4	60104			1	5000
797	102306	5	60105			2	6000
798	102306	6	60106			2	7000
799	102306	7	60107			2	8000
800	102306	8	60108			2	9000
801	102306	9	60109			2	10000
802	102306	10	60110			3	12000
803	102306	11	60111			3	14000
804	102306	12	60112			3	16000
805	102306	13	60113			3	18000
806	102306	14	60114			3	20000
807	102306	15	60115			5	22000
808	102306	16	60116			5	24000
809	102306	17	60117			5	26000
810	102306	18					
811	102311	1	60201			1	2000
812	102311	2	60202			1	3000
813	102311	3	60203			1	4000
814	102311	4	60204			1	5000
815	102311	5	60205			2	6000
816	102311	6	60206			2	7000
817	102311	7	60207			2	8000
818	102311	8	60208			2	9000
819	102311	9	60209			2	10000
820	102311	10	60210			3	12000
821	102311	11	60211			3	14000
822	102311	12	60212			3	16000
823	102311	13	60213			3	18000
824	102311	14	60214			3	20000
825	102311	15	60215			5	22000
826	102311	16	60216			5	24000
827	102311	17	60217			5	26000
828	102311	18					
829	102316	1	60001			1	2000
830	102316	2	60002			1	3000
831	102316	3	60003			1	4000
832	102316	4	60004			1	5000
833	102316	5	60005			2	6000
834	102316	6	60006			2	7000
835	102316	7	60007			2	8000
836	102316	8	60008			2	9000
837	102316	9	60009			2	10000
838	102316	10	60010			3	12000
839	102316	11	60011			3	14000
840	102316	12	60012			3	16000
841	102316	13	60013			3	18000
842	102316	14	60014			3	20000
843	102316	15	60015			5	22000
844	102316	16	60016			5	24000
845	102316	17	60017			5	26000
846	102316	18					
847	102317	1	60101			1	2000
848	102317	2	60102			1	3000
849	102317	3	60103			1	4000
850	102317	4	60104			1	5000
851	102317	5	60105			2	6000
852	102317	6	60106			2	7000
853	102317	7	60107			2	8000
854	102317	8	60108			2	9000
855	102317	9	60109			2	10000
856	102317	10	60110			3	12000
857	102317	11	60111			3	14000
858	102317	12	60112			3	16000
859	102317	13	60113			3	18000
860	102317	14	60114			3	20000
861	102317	15	60115			5	22000
862	102317	16	60116			5	24000
863	102317	17	60117			5	26000
864	102317	18					
865	102318	1	60501			1	2000
866	102318	2	60502			1	3000
867	102318	3	60503			1	4000
868	102318	4	60504			1	5000
869	102318	5	60505			2	6000
870	102318	6	60506			2	7000
871	102318	7	60507			2	8000
872	102318	8	60508			2	9000
873	102318	9	60509			2	10000
874	102318	10	60510			3	12000
875	102318	11	60511			3	14000
876	102318	12	60512			3	16000
877	102318	13	60513			3	18000
878	102318	14	60514			3	20000
879	102318	15	60515			5	22000
880	102318	16	60516			5	24000
881	102318	17	60517			5	26000
882	102318	18					
883	102321	1	60201			1	2000
884	102321	2	60202			1	3000
885	102321	3	60203			1	4000
886	102321	4	60204			1	5000
887	102321	5	60205			2	6000
888	102321	6	60206			2	7000
889	102321	7	60207			2	8000
890	102321	8	60208			2	9000
891	102321	9	60209			2	10000
892	102321	10	60210			3	12000
893	102321	11	60211			3	14000
894	102321	12	60212			3	16000
895	102321	13	60213			3	18000
896	102321	14	60214			3	20000
897	102321	15	60215			5	22000
898	102321	16	60216			5	24000
899	102321	17	60217			5	26000
900	102321	18					
901	102322	0	61002			3	25000
902	102322	1	61002			3	25000
903	102323	1	60301	61301		1	2000
904	102323	2	60302	61302		1	3000
905	102323	3	60303	61303		1	4000
906	102323	4	60304	61304		1	5000
907	102323	5	60305	61305		2	6000
908	102323	6	60306	61306		2	7000
909	102323	7	60307	61307		2	8000
910	102323	8	60308	61308		2	9000
911	102323	9	60309	61309		2	10000
912	102323	10	60310	61310		3	12000
913	102323	11	60311	61311		3	14000
914	102323	12	60312	61312		3	16000
915	102323	13	60313	61313		3	18000
916	102323	14	60314	61314		3	20000
917	102323	15	60315	61315		5	22000
918	102323	16	60316	61316		5	24000
919	102323	17	60317	61317		5	26000
920	102323	18					
921	102324	0	61004			5	50000
922	102324	1	61004			5	50000
923	102325	0	61005			7	75000
924	102325	1	61005			7	75000
925	102326	0	61006			10	100000
926	102326	1	61006			10	100000
927	102327	0	60415				
928	102327	1	60415				
929	102401	1	60001			1	2000
930	102401	2	60002			1	3000
931	102401	3	60003			1	4000
